,active_1.0,addresscat_2.0,addresscat_3.0,addresscat_4.0,addresscat_5.0,agecat_3.0,agecat_4.0,agecat_5.0,agecat_6.0,bfast_2.0,bfast_3.0,birthmonth_August,birthmonth_December,birthmonth_February,birthmonth_January,birthmonth_July,birthmonth_June,birthmonth_March,birthmonth_May,birthmonth_November,birthmonth_October,birthmonth_September,callcard_1.0,callid_1.0,callwait_1.0,carbought_0.0,carbought_1.0,carbuy_1.0,carcatvalue_1.0,carcatvalue_2.0,carcatvalue_3.0,card2_2.0,card2_3.0,card2_4.0,card2_5.0,card2benefit_2.0,card2benefit_3.0,card2benefit_4.0,card2fee_1.0,card2spent,card2tenurecat_2.0,card2tenurecat_3.0,card2tenurecat_4.0,card2tenurecat_5.0,card2type_2.0,card2type_3.0,card2type_4.0,card_2.0,card_3.0,card_4.0,card_5.0,cardbenefit_2.0,cardbenefit_3.0,cardbenefit_4.0,cardfee_1.0,cardmon,cardspent,cardten,cardtype_2.0,cardtype_3.0,cardtype_4.0,carown_0.0,carown_1.0,cars_1.0,cars_2.0,cars_3.0,cars_4.0,cars_5.0,cars_6.0,cartype_0.0,cartype_1.0,carvalue,churn_1.0,commutebike_1.0,commutebus_1.0,commutecar_1.0,commutecarpool_1.0,commutecat_2.0,commutecat_3.0,commutecat_4.0,commutecat_5.0,commutemotorcycle_1.0,commutenonmotor_1.0,commutepublic_1.0,commuterail_1.0,commutetime,commutewalk_1.0,confer_1.0,debtinc,default_1.0,ebill_1.0,edcat_2.0,edcat_3.0,edcat_4.0,edcat_5.0,empcat_2.0,empcat_3.0,empcat_4.0,empcat_5.0,employ,equip_1.0,equipten,forward_1.0,gender_1.0,homeown_1.0,hometype_2.0,hometype_3.0,hometype_4.0,hourstv,inccat_2.0,inccat_3.0,inccat_4.0,inccat_5.0,income,internet_1.0,internet_2.0,internet_3.0,internet_4.0,jobcat_2.0,jobcat_3.0,jobcat_4.0,jobcat_5.0,jobcat_6.0,jobsat_2.0,jobsat_3.0,jobsat_4.0,jobsat_5.0,lnlongmon,lnothdebt,longmon,multline_1.0,news_1.0,othdebt,owncd_1.0,owndvd_1.0,ownfax_1.0,owngame_1.0,ownipod_1.0,ownpc_1.0,ownpda_1.0,owntv_1.0,ownvcr_1.0,pager_1.0,pets,pets_birds_1.0,pets_birds_2.0,pets_birds_3.0,pets_birds_4.0,pets_cats_1.0,pets_cats_2.0,pets_cats_3.0,pets_cats_4.0,pets_dogs_1.0,pets_dogs_2.0,pets_dogs_3.0,pets_dogs_4.0,pets_freshfish_1.0,pets_freshfish_10.0,pets_freshfish_11.0,pets_freshfish_12.0,pets_freshfish_2.0,pets_freshfish_3.0,pets_freshfish_4.0,pets_freshfish_5.0,pets_freshfish_6.0,pets_freshfish_7.0,pets_freshfish_8.0,pets_freshfish_9.0,pets_reptiles_1.0,pets_reptiles_2.0,pets_reptiles_3.0,pets_small_1.0,pets_small_2.0,pets_small_3.0,pets_small_4.0,polcontrib_1.0,polparty_1.0,polview_2.0,polview_3.0,polview_4.0,polview_5.0,polview_6.0,polview_7.0,reason_2.0,reason_3.0,reason_4.0,reason_9.0,region_2.0,region_3.0,region_4.0,region_5.0,reside_2.0,reside_3.0,reside_4.0,reside_5.0,reside_6.0,reside_7.0,response_01_1.0,response_02_1.0,response_03_1.0,retire_1.0,spousedcat_1.0,spousedcat_2.0,spousedcat_3.0,spousedcat_4.0,spousedcat_5.0,telecommute_1.0,tollfree_1.0,tollmon,tollten,townsize_2.0,townsize_3.0,townsize_4.0,townsize_5.0,union_1.0,voice_1.0,vote_1.0,wireless_1.0,wiremon,wireten
2053,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,107.47,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,14.5,97.56,530.0,0,1,0,0,1,0,1,0,0,0,0,0,1,21.3,1,0,1,1,0,0,1,0,0,0,1,0,0,30.0,0,0,18.4,1,0,0,0,1,0,1,0,0,0,4.0,0,0.0,0,0,1,0,0,0,21.0,1,0,0,0,41.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.81,1.6,6.1,0,0,4.97,1,1,0,0,1,1,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0.0,0.0
2054,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,65.95,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,151.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,28.0,1,0,1.8,0,0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,0,0,1,0,0,31.0,1,0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.94,-0.76,6.95,0,0,0.47,1,1,0,0,0,1,0,1,1,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,0.0,0.0
2055,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,130.23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.25,134.75,40.0,0,1,0,0,1,0,0,1,0,0,0,1,0,13.6,0,0,0,1,0,0,0,0,0,1,0,1,0,26.0,1,1,1.5,0,1,0,0,0,0,1,0,0,0,4.0,1,99.0,1,0,1,0,0,1,17.0,1,0,0,0,26.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.21,-1.13,3.35,0,0,0.32,1,1,0,0,1,1,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.75,67.3,0,0,0,0,1,1,1,1,14.7,70.25
2056,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,46.93,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,16.25,160.35,1120.0,0,0,1,0,1,1,0,0,0,0,0,1,0,65.2,0,0,0,0,0,0,0,0,1,0,0,0,0,29.0,0,1,2.5,0,1,0,1,0,0,0,0,0,1,36.0,1,3672.65,1,0,1,0,0,0,19.0,0,0,0,1,127.0,0,0,1,0,0,0,0,0,1,0,0,0,1,3.62,0.84,37.5,1,1,2.31,1,1,1,0,1,1,0,1,1,1,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,50.0,3508.25,0,0,0,0,0,1,0,1,69.2,4530.186000000002
2057,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,268.46,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,44.5,234.38,2910.0,1,0,0,0,1,0,1,0,0,0,0,1,0,19.6,0,0,0,1,1,0,0,0,0,0,0,0,0,20.0,0,1,18.3,0,0,0,1,0,0,0,0,0,1,21.0,0,0.0,1,0,1,0,1,0,12.0,0,1,0,0,52.0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.91,1.85,18.3,1,1,6.39,1,1,0,0,0,1,0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,48.75,3343.15,0,0,0,0,0,0,0,1,46.25,2952.45
2058,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,238.08,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,13.0,452.51,900.0,0,0,0,0,1,0,0,1,0,0,0,1,0,33.2,0,0,0,1,1,0,0,1,0,0,1,0,1,32.0,1,1,5.4,0,0,0,1,0,0,0,0,1,0,15.0,0,0.0,0,1,0,1,0,0,16.0,0,1,0,0,71.0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.06,1.24,21.4,1,1,3.46,1,1,0,0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0.0,0.0
2059,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,281.39,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,11.75,439.58,615.0,0,0,0,0,1,0,0,0,1,0,0,0,1,61.0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.0,0,0,13.2,0,1,0,0,0,0,0,1,0,0,8.0,0,0.0,1,0,1,0,0,0,13.0,0,0,1,0,82.0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.01,1.69,7.5,0,0,5.44,1,1,0,0,0,1,0,1,1,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.75,776.95,1,0,0,0,0,0,0,0,0.0,0.0
2060,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,100.94,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,43.5,149.94,3140.0,1,0,0,1,0,1,0,0,0,0,0,1,0,9.3,0,0,0,0,0,0,0,1,0,0,0,1,0,31.0,1,0,14.5,0,0,1,0,0,0,0,0,1,0,15.0,0,0.0,0,0,1,0,0,1,22.0,0,0,0,0,16.0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.04,0.6,20.9,1,1,1.82,1,1,0,1,0,1,0,1,1,0,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,0,0,0.0,0.0
2061,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,203.46,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12.75,423.94,240.0,0,0,1,0,1,0,1,0,0,0,0,1,0,88.0,1,0,0,1,0,0,0,0,0,0,0,0,0,19.0,1,1,1.2,0,0,0,0,1,0,0,0,0,1,23.0,0,0.0,1,1,1,0,0,0,24.0,0,0,0,1,272.0100000000002,1,0,0,0,0,0,1,0,0,0,0,1,0,2.87,1.46,17.7,0,0,4.29,1,1,1,1,1,1,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.25,372.95,0,0,0,0,0,1,0,0,0.0,0.0
2062,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,183.62,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,16.25,239.71,960.0,0,0,1,0,1,0,1,0,0,0,0,1,0,25.5,1,0,0,1,1,0,0,0,0,0,0,0,0,25.0,0,0,10.0,0,0,1,0,0,0,0,0,1,0,15.0,0,0.0,1,0,1,0,0,0,20.0,0,0,1,0,92.0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.34,1.7,10.4,0,1,5.48,1,1,0,0,0,0,0,1,1,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,31.25,1842.4,0,0,1,0,0,0,1,0,0.0,0.0
2063,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,78.57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.0,232.51,22.0,1,0,0,1,0,1,0,0,0,0,0,0,1,12.4,1,0,0,0,1,1,0,0,0,0,0,0,0,27.0,1,1,2.7,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,1,0,1,0,0,0,19.0,0,0,0,0,23.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.62,-0.87,1.85,0,0,0.42,1,0,0,0,1,0,0,1,1,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19.0,19.0,0,0,1,0,0,0,0,0,0.0,0.0
2064,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,33.75,278.29,2440.0,0,0,0,0,1,1,0,0,0,0,0,0,1,18.3,0,0,1,0,1,0,0,1,0,1,0,0,1,27.0,1,0,1.8,0,1,0,0,0,0,0,0,0,1,31.0,0,0.0,0,1,1,0,0,0,20.0,0,1,0,0,51.0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.18,-0.34,65.20100000000004,1,1,0.71,1,1,1,0,1,1,0,1,1,0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,1,0,0.0,0.0
2065,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,104.11,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,23.75,445.04,1500.0,0,0,0,1,0,0,1,0,0,0,0,1,0,19.5,0,1,1,1,0,0,1,0,0,0,0,0,0,22.0,0,0,10.9,0,0,0,0,0,0,0,0,0,1,16.0,0,0.0,0,1,0,1,0,0,23.0,1,0,0,0,47.0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.75,1.07,15.65,1,1,2.92,1,1,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
2066,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,158.11,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,14.0,244.9,280.0,1,0,0,0,1,0,1,0,0,0,0,0,1,31.6,1,0,0,1,0,0,0,0,0,0,0,0,0,15.0,0,1,17.8,1,1,0,0,1,0,0,0,0,1,16.0,1,752.7,0,1,0,1,0,0,21.0,0,1,0,0,54.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.85,2.03,2.35,0,1,7.58,1,1,0,1,1,1,1,1,1,1,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,24.3,425.2
2067,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,26.83,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,64.25,198.07,4011.19999999999,0,0,1,1,0,0,1,0,0,0,0,1,0,10.1,0,0,1,1,0,0,1,0,0,0,0,0,1,15.0,0,0,5.8,0,1,0,0,0,1,0,0,0,1,30.0,0,0.0,1,0,0,0,0,0,18.0,0,0,0,0,20.0,0,0,1,0,0,0,0,1,0,0,0,1,0,3.92,-0.06,50.15,1,1,0.94,1,1,0,1,1,1,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,1,0,0.0,0.0
2068,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,222.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.25,203.06,55.0,0,0,1,1,0,0,1,0,0,0,0,0,1,7.4,0,0,0,0,1,0,1,0,0,1,0,0,1,26.0,0,0,6.4,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,1,0,0,0,20.0,0,0,0,0,15.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.37,-0.16,3.95,0,0,0.85,1,0,0,0,0,1,0,1,1,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
2069,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,231.15,0.0,1,0,0,0,1,0,1,0,0,0,0,1,0,8.5,1,0,0,1,0,0,0,0,0,0,1,0,0,23.0,1,1,11.9,1,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,1,1,0,1,0,0.0,0,0,0,0,21.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.37,0.42,10.65,0,1,1.53,1,1,0,1,1,1,0,0,1,0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12.75,199.85,1,0,0,0,0,0,0,0,0.0,0.0
2070,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,170.08,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,61.75,362.13,4011.19999999999,0,0,1,0,1,0,1,0,0,0,0,1,0,3.6,0,1,0,1,0,0,0,0,0,0,0,0,0,28.0,1,0,6.5,0,1,0,1,0,0,0,0,0,1,19.0,1,3670.55,0,1,0,1,0,0,17.0,0,0,0,0,9.0,0,1,0,0,0,1,0,0,0,0,0,1,0,4.18,-1.06,65.20100000000004,1,1,0.35,1,1,0,1,1,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0,1,0,0,0,1,0,0,0.0,0.0
2071,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,410.44,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,40.25,614.98,1660.0,1,0,0,0,1,0,0,1,0,0,0,1,0,89.0,0,1,0,1,1,0,0,0,0,0,0,0,0,18.0,0,1,10.2,0,0,0,1,0,0,0,0,1,0,15.0,1,1455.45,1,0,1,0,0,0,12.0,0,0,0,1,171.0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.14,2.75,8.5,0,1,15.65,1,1,0,0,1,1,1,1,1,1,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.5,954.15,0,0,0,1,0,1,1,0,0.0,0.0
2072,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,110.59,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,279.9,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,16.4,0,0,0,1,0,0,0,0,0,0,0,0,1,34.0,0,0,3.6,0,0,0,0,0,0,1,0,0,0,3.0,0,0.0,0,1,0,1,0,0,18.0,1,0,0,0,34.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1.7,-0.31,5.45,0,0,0.74,1,1,0,0,1,1,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,0.0,0.0
2073,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,143.41,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0.0,203.16,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,11.8,0,0,1,1,1,0,0,0,0,0,0,0,0,15.0,0,0,20.9,1,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,1,0,1,0,0,0.0,0,0,0,0,23.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.5,1.29,4.5,0,0,3.62,1,1,0,1,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0.0
2074,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,129.69,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,16.25,145.48,1100.0,0,0,1,1,0,0,0,1,0,0,0,0,1,3.6,0,0,0,1,1,0,0,0,0,0,0,0,0,21.0,0,0,1.4,0,1,0,0,1,0,0,0,0,1,19.0,1,2798.55,0,1,0,1,0,0,28.0,0,0,0,0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,1,3.11,-2.17,22.4,1,1,0.11,0,0,0,1,1,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,25.45,1774.05
2075,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,142.64,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0.0,284.37,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,27.0,1,0,1.1,0,0,0,0,0,0,0,0,0,1,29.0,0,0.0,1,1,0,0,0,0,21.0,0,0,1,0,79.0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.64,-0.38,14.0,0,1,0.68,1,1,0,0,0,0,0,1,1,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.25,775.45,0,1,0,0,0,0,0,0,0.0,0.0
2076,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,16.55,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,8.75,107.3,515.0,1,0,0,1,0,0,0,1,0,0,0,1,0,11.3,0,0,0,1,0,0,0,0,0,0,0,0,0,26.0,0,0,1.4,0,0,0,0,0,0,1,0,0,0,4.0,0,0.0,0,1,1,0,0,0,16.0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.01,-1.47,20.25,0,1,0.23,1,1,0,0,0,0,0,1,1,0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1,0,0,0,1,0,1,0,0.0,0.0
2077,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,127.7,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,12.0,283.58,410.0,1,0,0,1,0,0,1,0,0,0,0,1,0,13.3,0,0,0,1,0,0,0,0,0,0,0,0,0,17.0,0,1,0.7,1,0,0,0,0,0,1,0,0,0,4.0,0,0.0,1,0,1,0,0,0,19.0,0,0,0,0,24.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.82,-2.13,6.15,0,0,0.12,1,1,0,0,0,0,0,1,1,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,25.0,945.45,0,0,0,0,0,0,1,0,0.0,0.0
